timestamp,PS_P-001,PE_P-001,T_P-001,H_P-001,PS_P-002,PE_P-002,T_P-002,H_P-002,PS_P-003,PE_P-003,T_P-003,H_P-003,PS_P-004,PE_P-004,T_P-004,H_P-004,PS_P-005,PE_P-005,T_P-005,H_P-005,PS_P-006,PE_P-006,T_P-006,H_P-006,PS_P-007,PE_P-007,T_P-007,H_P-007,PS_P-008,PE_P-008,T_P-008,H_P-008,PS_P-009,PE_P-009,T_P-009,H_P-009,PS_P-010,PE_P-010,T_P-010,H_P-010
2026-02-01 03:33:00,115.98,115.11,24.21,40.22,112.12,111.06,23.12,40.21,113.32,109.53,24.01,41.64,115.3,110.09,24.04,42.75,111.42,107.88,23.57,41.83,111.43,107.89,24.17,41.45,114.65,116.04,24.12,41.26,110.33,107.35,23.16,43.36,107.29,106.15,22.78,41.12,111.69,109.81,22.48,43.85
2026-02-01 03:34:00,116.53,112.87,23.29,42.65,113.48,110.78,23.82,41.7,111.97,111.24,21.71,42.86,114.02,112.36,24.72,42.64,115.88,114.48,23.83,43.11,112.53,112.82,23.99,43.05,113.41,110.97,23.79,41.77,110.52,113.54,23.83,40.98,110.4,109.27,24.39,41.29,108.88,109.81,24.38,44.34
2026-02-01 03:35:00,113.38,110.99,24.98,41.75,114.82,111.27,23.48,45.41,116.17,115.77,23.68,41.7,111.0,108.32,23.68,42.79,114.14,115.17,24.48,40.88,113.67,112.78,23.54,41.12,111.65,108.97,23.71,44.63,111.91,113.07,24.62,43.02,110.64,108.28,24.08,40.89,111.08,112.21,23.77,41.52
2026-02-01 03:36:00,112.78,110.09,22.21,43.72,113.1,112.66,23.67,41.4,112.87,113.36,24.56,44.04,112.45,112.49,24.84,41.71,112.35,110.85,24.69,43.36,111.81,110.19,22.17,40.02,111.39,108.11,23.98,41.48,111.68,109.88,24.39,41.96,111.12,110.34,22.99,42.9,111.95,109.51,23.31,41.22
2026-02-01 03:37:00,116.34,113.75,23.21,40.73,113.14,111.77,23.89,43.7,115.71,112.18,23.32,42.0,114.75,112.14,24.27,42.4,112.51,112.71,22.18,42.86,112.15,110.86,22.99,40.5,112.05,109.21,23.85,43.16,110.41,109.71,23.16,41.44,109.41,107.11,23.82,44.2,108.78,106.15,23.88,41.29
2026-02-01 03:38:00,116.57,112.68,24.13,45.24,115.45,116.49,25.02,39.26,113.28,112.04,23.69,43.41,115.23,114.4,24.38,42.91,109.99,109.8,22.63,43.01,112.72,111.5,23.78,41.5,112.28,108.52,23.53,40.78,112.91,110.38,22.65,42.54,111.22,112.51,25.27,41.75,109.58,110.08,23.26,41.58
2026-02-01 03:39:00,115.89,113.4,24.41,44.84,115.32,111.6,23.32,42.52,113.83,115.71,24.76,43.34,117.56,115.33,24.1,40.95,114.32,115.41,22.97,42.05,116.28,115.15,24.47,44.63,113.24,112.39,24.09,43.29,110.98,111.94,22.49,42.97,112.25,111.18,24.55,43.37,109.49,106.73,21.86,39.21
2026-02-01 03:40:00,114.54,113.89,23.45,42.85,114.64,114.95,22.47,43.45,112.29,108.92,23.67,44.41,113.45,109.69,24.8,40.28,114.78,110.47,24.29,42.74,113.64,117.43,23.45,43.23,113.43,113.23,23.17,44.03,110.27,108.92,23.11,42.19,110.84,110.56,23.55,41.18,110.4,108.45,24.38,42.43
2026-02-01 03:41:00,115.44,114.2,23.28,41.07,118.31,117.03,24.16,42.8,117.95,115.79,22.3,42.61,116.88,115.57,21.97,41.92,112.98,111.4,25.2,43.23,110.7,109.8,24.68,43.48,113.39,113.46,22.82,42.22,111.07,109.98,23.18,41.7,109.81,105.86,22.82,44.6,112.24,112.93,24.19,41.38
2026-02-01 03:42:00,115.69,115.28,24.14,43.82,116.35,113.88,23.76,41.33,115.79,111.67,23.84,42.16,113.61,111.09,23.17,43.38,110.78,111.18,22.87,40.63,112.28,109.52,23.99,41.13,112.53,111.28,24.31,42.54,113.15,116.04,23.47,42.15,112.83,110.84,22.69,40.78,108.53,106.0,21.97,43.93
2026-02-01 03:43:00,119.54,118.39,24.09,40.54,116.09,114.18,24.38,44.05,115.43,115.77,23.66,44.21,112.73,113.01,23.75,42.01,112.59,112.32,23.23,44.11,114.92,110.4,23.11,44.72,114.36,111.27,23.87,43.19,109.91,109.62,23.81,43.6,108.75,108.44,24.53,43.51,111.66,111.27,23.81,42.91
2026-02-01 03:44:00,113.19,112.69,24.54,43.43,117.5,120.88,23.71,41.62,112.08,111.77,25.02,44.36,114.81,112.07,24.23,41.8,114.32,110.18,22.84,43.14,113.76,113.48,23.28,40.9,111.54,111.51,23.9,41.81,113.16,110.89,24.81,44.42,110.79,113.21,23.89,42.62,107.66,106.68,24.06,41.08
2026-02-01 03:45:00,113.75,112.24,23.3,42.81,113.1,113.68,23.51,45.35,113.11,112.51,24.09,44.07,113.31,111.03,23.32,43.51,116.5,116.86,23.71,42.94,110.61,108.64,24.58,41.23,112.7,109.89,23.64,44.65,113.04,110.75,23.81,40.85,109.79,109.43,24.06,43.04,110.56,109.31,23.1,41.39
2026-02-01 03:46:00,116.33,114.65,23.66,43.37,114.54,114.24,22.79,42.2,115.11,110.65,24.33,44.02,114.63,112.58,23.45,40.25,110.79,106.99,23.54,42.55,113.88,116.2,23.06,42.84,111.21,108.36,23.34,42.71,112.18,110.32,24.64,40.78,110.14,105.38,23.72,42.0,108.83,107.22,23.06,39.63
2026-02-01 03:47:00,117.24,114.82,22.67,43.23,114.95,113.7,24.39,41.72,112.16,109.92,22.31,43.43,113.93,114.55,24.31,42.6,112.67,111.16,24.4,42.18,108.77,105.04,24.91,43.31,114.5,115.18,23.42,42.46,112.55,111.96,23.94,39.76,110.89,110.36,23.05,43.78,112.68,109.11,25.11,42.98
2026-02-01 03:48:00,116.09,114.07,23.47,42.66,114.27,114.16,23.49,41.49,112.65,111.79,22.91,42.39,112.49,110.88,24.23,42.1,112.91,110.95,23.02,44.12,113.51,112.77,23.41,42.42,110.41,108.13,23.35,41.89,108.71,104.59,23.45,43.03,109.99,107.95,24.77,41.76,112.36,108.01,24.01,42.02
2026-02-01 03:49:00,116.69,113.83,23.41,44.14,111.62,109.99,23.67,42.35,115.85,113.4,24.47,41.49,112.76,109.71,23.14,43.29,113.54,114.84,23.88,44.8,109.63,108.8,24.86,41.44,111.96,110.07,23.24,41.4,110.06,107.6,23.35,40.67,111.3,109.82,22.71,40.19,112.2,113.06,23.7,41.17
2026-02-01 03:50:00,113.83,112.78,22.0,42.53,116.32,113.21,23.22,42.6,116.92,116.98,24.39,43.79,113.8,111.2,24.26,40.64,114.52,114.07,23.51,43.1,109.43,109.52,24.4,43.91,112.09,109.75,24.56,43.22,112.96,110.51,23.45,40.94,111.85,111.75,22.9,40.45,110.13,109.37,23.98,43.73
2026-02-01 03:51:00,114.08,112.71,24.62,42.88,115.13,113.15,24.03,43.02,117.8,114.5,23.19,41.44,115.03,112.97,23.12,42.16,113.87,111.86,22.33,42.03,114.54,110.94,22.66,42.71,112.34,113.7,25.02,42.1,112.13,110.26,23.04,43.7,112.62,108.51,23.84,42.59,113.62,113.78,23.57,42.63
2026-02-01 03:52:00,116.89,114.67,23.74,40.41,115.49,114.06,23.97,42.43,114.32,112.59,23.19,42.82,114.68,113.46,23.51,41.45,113.6,112.25,23.57,42.86,115.37,113.41,22.22,44.97,110.98,110.9,23.23,40.3,109.54,106.98,24.1,42.17,112.06,111.04,24.02,44.06,110.09,107.79,24.33,44.0
2026-02-01 03:53:00,116.87,115.76,25.21,40.95,117.67,117.63,24.37,41.85,114.22,112.88,23.5,41.61,115.78,116.46,23.34,42.09,112.34,111.67,23.92,42.78,113.26,114.47,23.47,42.83,113.84,111.68,23.32,42.2,112.46,112.11,24.03,43.12,109.19,108.52,23.51,44.55,109.63,106.43,23.52,42.06
2026-02-01 03:54:00,116.13,114.64,23.87,42.19,114.26,111.08,22.7,42.28,111.23,108.23,23.6,43.46,113.62,110.6,23.97,43.49,110.94,108.6,22.59,41.95,115.0,110.43,23.59,42.13,114.17,115.38,23.83,42.29,112.01,112.84,24.3,42.72,108.14,106.93,23.36,41.12,109.39,109.71,23.34,43.49
2026-02-01 03:55:00,116.33,112.64,23.02,41.83,114.52,114.26,23.54,41.11,112.36,109.13,25.39,42.61,114.0,110.62,23.94,41.62,115.13,114.87,24.57,43.5,111.75,107.95,23.79,41.41,111.95,111.86,23.33,42.9,113.15,110.83,24.53,44.15,106.7,104.61,23.57,44.59,113.11,113.41,23.59,43.55
2026-02-01 03:56:00,116.51,117.31,24.55,41.57,110.87,109.45,23.05,44.48,113.23,110.38,24.91,42.41,113.78,113.67,23.73,42.65,113.16,111.73,23.82,42.89,116.25,112.43,25.51,42.49,113.95,111.47,24.22,42.91,113.52,111.87,23.36,43.13,112.29,111.27,24.34,41.79,108.99,108.46,23.62,44.19
2026-02-01 03:57:00,116.16,114.84,22.69,43.95,112.95,111.04,23.81,41.62,115.82,113.32,23.19,42.56,112.1,113.56,23.51,45.57,112.39,114.8,23.23,42.87,111.33,108.78,24.6,45.22,109.22,108.33,22.97,42.84,110.81,108.95,24.47,42.98,109.87,108.74,23.72,40.28,109.32,109.06,24.0,40.64
2026-02-01 03:58:00,118.38,117.53,23.59,43.8,117.2,115.14,23.17,41.08,112.88,113.99,23.84,42.17,113.23,111.91,24.12,40.05,114.89,113.04,23.96,42.91,115.11,114.06,23.49,41.98,110.87,107.28,23.6,41.1,111.17,108.28,24.32,39.49,109.93,109.26,23.9,43.18,109.36,109.7,24.47,42.79
2026-02-01 03:59:00,115.75,113.69,23.91,43.74,116.53,115.04,23.76,40.79,113.57,109.66,23.91,44.44,114.7,116.04,24.24,42.82,117.77,117.92,23.64,40.98,113.05,110.75,22.91,41.42,110.36,108.74,22.19,44.36,115.59,113.01,22.43,41.8,112.5,112.61,22.4,43.82,112.17,107.84,23.95,42.25
2026-02-01 04:00:00,115.63,115.18,22.96,42.15,114.03,113.01,23.52,44.77,112.67,112.62,24.61,41.8,116.03,115.76,24.68,41.14,112.64,111.89,26.0,42.38,114.31,113.66,23.87,40.62,109.79,108.8,23.56,42.64,110.4,106.27,23.79,43.74,113.51,113.28,24.31,42.38,108.91,106.15,24.6,42.83
2026-02-01 04:01:00,119.0,121.08,23.09,43.32,118.56,117.64,23.62,39.19,119.85,119.37,24.18,41.11,113.19,111.12,23.72,45.97,114.7,113.38,23.59,42.85,114.04,111.97,24.0,44.21,110.14,106.95,25.09,41.6,113.06,112.34,23.71,43.12,109.54,109.91,24.39,43.67,112.2,112.68,26.05,41.07
2026-02-01 04:02:00,114.37,113.64,24.47,42.51,118.82,116.89,24.28,43.05,114.27,115.52,22.93,44.17,118.64,117.02,23.72,40.76,115.25,112.46,23.95,43.83,113.2,112.42,23.69,43.57,113.05,110.81,23.54,43.34,110.65,108.34,24.54,44.72,110.87,109.35,24.44,42.32,111.76,111.73,23.56,39.84
2026-02-01 04:03:00,117.98,117.28,24.18,43.85,118.76,118.51,23.23,41.63,116.38,113.9,23.54,44.16,114.65,114.9,23.54,41.9,116.6,112.9,24.73,40.85,113.25,111.44,23.74,43.62,113.13,110.85,25.32,44.25,113.12,111.96,24.13,39.63,112.22,106.43,23.11,41.38,110.61,110.6,23.48,42.19
2026-02-01 04:04:00,118.63,116.92,23.24,39.51,116.75,118.72,24.08,43.13,115.82,113.14,23.85,42.21,117.19,116.4,23.47,44.06,116.14,112.29,23.62,41.05,112.07,110.85,23.49,43.38,113.11,113.38,23.16,44.0,116.99,115.88,23.74,43.78,115.15,114.4,25.23,41.51,108.85,106.32,24.81,41.79
2026-02-01 04:05:00,116.76,117.37,24.45,43.34,117.65,115.83,23.68,45.37,114.48,113.12,23.63,44.55,112.26,109.72,24.13,40.8,115.49,113.13,23.63,42.16,115.97,114.37,23.88,43.6,112.03,108.57,24.98,43.03,110.5,108.01,25.61,41.29,111.11,109.41,23.66,44.02,112.44,111.06,23.3,41.33
2026-02-01 04:06:00,117.04,116.82,24.58,45.22,116.81,120.11,24.63,42.13,113.43,111.04,25.62,44.33,115.1,112.86,24.26,41.54,115.84,112.7,24.07,42.15,114.08,110.19,23.7,43.3,117.52,115.35,24.33,45.22,113.33,111.03,24.32,42.12,110.99,107.67,23.64,39.22,113.29,114.51,23.56,41.35
2026-02-01 04:07:00,121.2,124.34,24.42,43.5,117.47,115.43,24.63,41.17,115.35,111.48,23.54,43.68,113.32,109.98,24.38,42.11,115.1,113.08,23.49,43.04,113.13,109.31,22.97,42.03,114.19,114.47,23.7,44.99,111.46,110.89,24.45,41.75,110.46,107.66,23.65,43.21,112.52,110.84,24.82,41.83
2026-02-01 04:08:00,114.34,113.53,24.26,42.56,114.69,114.05,25.38,44.05,116.23,117.55,23.37,41.94,113.4,111.02,23.5,42.89,114.09,113.97,22.11,42.7,114.44,115.37,24.85,40.82,113.99,111.21,23.83,42.5,113.62,110.88,23.86,43.9,112.08,114.45,23.49,41.35,110.97,109.03,24.79,41.27
2026-02-01 04:09:00,119.21,116.55,23.73,41.75,117.0,115.95,23.7,42.13,112.26,108.6,23.17,43.69,114.22,112.78,24.52,43.6,116.47,114.77,23.31,44.16,114.27,111.46,23.72,44.73,110.63,107.46,22.43,39.91,113.11,112.29,23.76,41.59,114.05,115.79,23.51,41.71,112.95,112.96,23.2,42.51
2026-02-01 04:10:00,116.57,112.89,23.71,41.82,115.38,115.42,23.03,42.67,116.71,116.43,23.46,44.35,114.91,113.12,23.98,45.28,114.37,115.17,22.22,44.5,114.85,110.52,24.35,41.58,112.46,111.4,24.1,40.03,115.84,114.67,23.32,42.97,112.41,108.6,23.43,42.88,111.88,109.72,23.11,42.62
2026-02-01 04:11:00,117.96,116.12,23.24,42.34,118.41,117.21,23.98,40.9,114.46,115.56,23.74,42.75,115.91,112.16,24.41,41.52,114.4,111.79,22.86,42.26,112.99,110.91,24.42,41.25,111.42,110.32,23.58,43.42,113.65,111.37,23.91,43.86,111.83,110.18,23.54,42.16,107.87,104.24,23.41,41.39
2026-02-01 04:12:00,118.78,117.3,22.69,42.49,115.29,112.44,23.62,42.2,118.16,117.37,23.9,41.81,117.7,115.61,25.57,40.7,112.25,111.01,24.12,42.34,113.06,108.73,23.64,43.5,112.61,110.55,24.92,42.21,113.81,114.76,23.11,42.97,112.53,112.23,24.23,43.99,111.09,108.18,24.45,42.56
2026-02-01 04:13:00,121.36,119.83,23.44,41.3,118.92,119.43,24.28,42.13,115.96,113.43,22.83,42.34,116.18,112.39,23.4,41.53,113.35,111.31,22.62,43.45,115.24,112.94,23.37,40.73,110.57,105.2,23.65,41.07,113.18,112.07,23.02,41.29,111.25,109.25,24.28,42.96,111.02,111.45,22.61,40.76
2026-02-01 04:14:00,118.9,117.41,23.65,43.93,114.53,115.65,23.48,44.32,115.17,113.44,23.58,42.91,117.21,118.37,23.53,41.92,113.87,112.25,24.29,42.99,114.58,115.58,25.69,43.23,113.3,109.51,23.53,42.85,112.32,108.85,23.31,43.95,112.86,113.12,23.93,43.5,114.92,113.36,23.0,42.19
2026-02-01 04:15:00,119.75,118.62,24.55,41.41,116.58,117.06,23.18,41.62,115.6,113.33,23.95,43.72,117.13,114.77,23.58,43.67,114.84,111.81,23.2,42.41,113.34,114.9,23.95,42.94,114.32,112.39,23.35,41.85,111.08,110.64,22.39,41.62,111.53,108.43,23.41,43.87,112.12,111.87,23.34,42.57
2026-02-01 04:16:00,118.35,118.64,24.47,40.85,116.53,113.46,23.37,43.28,115.15,113.47,24.01,44.45,114.68,111.35,22.73,45.17,115.52,113.93,24.29,43.92,113.8,114.46,23.7,42.88,111.62,108.67,22.67,40.56,111.59,106.77,24.41,40.51,109.15,105.76,23.71,42.44,112.29,110.31,23.56,41.68
2026-02-01 04:17:00,118.98,116.37,24.82,41.54,116.91,112.23,24.23,41.26,116.01,118.05,24.25,44.26,115.79,113.92,23.21,41.41,114.85,111.71,22.63,41.07,119.26,119.53,24.53,42.3,112.33,112.39,23.83,43.33,113.39,113.54,25.14,42.27,114.14,113.33,23.72,44.0,112.72,113.07,23.82,40.8
2026-02-01 04:18:00,114.87,113.87,22.94,43.15,116.81,114.45,24.56,41.53,112.3,110.49,23.87,40.67,112.2,112.15,24.35,43.28,113.97,111.61,22.94,42.92,113.94,113.71,24.03,42.5,111.45,109.5,23.81,41.4,112.85,111.48,24.49,42.7,110.09,108.37,23.7,42.88,109.57,107.39,23.97,41.57
2026-02-01 04:19:00,116.18,115.61,23.84,41.68,117.21,120.63,23.25,41.8,116.73,112.58,23.98,41.26,112.98,109.46,23.31,41.03,116.23,116.7,24.0,41.4,113.74,112.52,23.74,44.43,111.93,112.15,23.38,43.19,110.96,110.03,24.29,40.79,111.76,111.33,24.14,41.81,112.89,112.51,23.08,40.68
2026-02-01 04:20:00,117.99,116.76,23.99,40.74,114.07,111.01,22.12,41.71,116.58,114.15,23.2,43.06,115.81,116.59,24.02,43.0,113.54,112.93,23.91,42.02,115.38,114.57,23.28,42.1,114.98,113.55,21.98,43.82,115.65,115.31,23.78,42.4,113.48,111.61,24.75,42.81,107.83,106.69,24.12,41.99
2026-02-01 04:21:00,119.21,118.42,23.75,42.27,119.32,116.79,23.18,41.4,113.82,112.99,23.98,44.42,110.97,106.31,24.72,43.63,115.16,117.56,23.85,42.81,115.48,114.61,24.18,42.48,114.25,110.82,25.03,40.41,114.4,111.53,24.62,42.93,112.14,110.48,23.84,42.03,113.33,114.37,23.43,42.52
2026-02-01 04:22:00,116.28,114.36,24.26,41.29,116.93,113.12,22.9,44.22,116.55,118.3,24.26,42.02,114.22,113.64,24.05,41.95,114.11,113.49,23.27,43.26,115.72,116.57,24.9,44.61,115.98,112.92,23.71,43.64,110.19,109.01,23.52,41.58,113.22,109.5,24.14,41.65,111.12,108.97,23.22,43.18
2026-02-01 04:23:00,115.56,115.15,23.31,42.29,116.11,112.53,23.09,40.63,115.73,112.45,23.58,44.66,114.87,109.11,22.43,42.95,111.77,108.1,23.65,42.58,115.35,113.12,24.2,41.6,110.58,111.2,22.91,42.28,112.32,111.23,23.94,41.85,113.78,113.22,22.64,42.21,112.46,109.84,23.72,42.62
2026-02-01 04:24:00,115.6,112.04,23.79,41.3,117.69,115.59,24.95,41.35,116.46,113.36,23.5,42.17,112.88,111.63,23.08,41.9,114.34,112.47,23.13,44.17,114.51,114.18,24.12,38.66,112.79,110.1,23.88,41.78,112.26,113.08,23.53,41.82,113.03,109.4,23.74,42.35,108.53,107.74,23.48,42.23
2026-02-01 04:25:00,116.33,114.29,22.71,44.32,118.76,116.6,25.14,41.1,112.96,111.34,22.46,43.41,113.73,112.96,23.05,41.5,116.98,116.61,23.41,42.58,113.12,114.13,23.97,41.76,114.82,113.14,23.53,42.91,112.13,111.84,23.36,45.14,112.47,113.18,24.08,42.38,113.87,111.68,24.41,43.78
2026-02-01 04:26:00,116.39,115.12,23.86,43.92,117.52,113.5,24.14,41.58,116.51,113.99,22.78,41.67,115.35,113.23,24.56,41.76,114.97,117.15,24.6,42.81,114.65,112.87,24.26,41.42,115.35,113.85,23.11,42.73,116.19,111.53,25.52,42.42,113.4,112.61,23.5,41.18,111.96,109.97,22.72,42.91
2026-02-01 04:27:00,115.36,113.74,23.94,41.29,114.42,112.58,23.46,43.34,114.24,111.1,23.88,43.86,115.36,114.18,23.74,39.68,114.81,117.24,22.67,41.16,116.52,114.06,24.28,43.16,112.49,108.61,23.04,40.59,116.24,113.42,23.56,43.07,115.34,115.48,23.26,41.92,111.07,109.5,24.47,42.21
2026-02-01 04:28:00,117.51,116.09,23.75,42.72,116.48,115.11,24.75,45.32,116.0,113.79,23.59,43.48,114.76,114.43,23.9,43.17,111.71,111.74,23.23,41.98,114.32,111.4,23.89,44.36,111.27,108.88,22.57,42.29,110.53,107.75,23.91,41.94,110.35,109.39,22.81,41.93,115.59,114.74,24.36,41.06
2026-02-01 04:29:00,116.98,112.83,24.55,40.56,120.12,115.35,23.09,41.88,114.36,114.64,23.03,43.99,116.1,114.84,23.63,44.43,114.32,112.31,23.17,39.84,116.0,113.78,24.69,42.35,114.48,113.29,23.91,43.61,113.09,110.13,23.19,39.06,114.07,111.42,23.54,44.54,110.25,108.34,23.98,41.48
2026-02-01 04:30:00,118.28,117.24,23.26,44.14,115.48,114.47,22.04,41.14,111.95,114.47,23.13,39.56,114.17,110.88,23.52,42.05,110.02,105.05,23.76,42.59,109.84,109.37,24.29,42.79,111.77,112.63,23.39,43.25,113.71,110.12,23.23,41.71,115.28,112.21,23.62,41.24,113.55,112.58,23.24,42.45
2026-02-01 04:31:00,117.93,115.11,24.47,42.21,115.58,116.17,23.53,43.24,114.19,114.66,23.6,42.48,116.76,117.37,23.79,42.1,116.42,114.52,23.85,41.16,113.16,111.02,23.38,42.88,111.12,108.31,22.6,42.57,112.3,111.56,23.53,43.81,111.39,111.96,23.05,43.23,112.17,111.23,22.97,41.46
2026-02-01 04:32:00,113.43,114.7,23.28,40.84,117.9,116.89,22.48,43.86,115.5,117.44,23.52,41.29,120.03,119.39,24.05,41.72,117.86,113.4,23.86,42.91,114.01,112.29,22.57,43.08,112.36,112.18,24.77,41.73,113.4,111.57,22.76,42.49,112.14,109.15,24.14,42.36,110.83,111.37,23.44,41.98
2026-02-01 04:33:00,117.09,113.45,24.86,45.05,116.97,117.12,24.52,42.17,115.91,116.74,22.53,42.41,114.8,112.41,24.23,43.05,115.71,113.24,24.38,43.48,117.41,116.3,24.46,42.14,111.33,110.29,22.53,42.49,117.52,115.12,22.83,41.08,113.47,114.11,25.01,41.01,111.23,108.33,23.47,43.94
2026-02-01 04:34:00,119.54,114.77,23.2,41.62,115.37,113.38,24.73,44.47,114.06,111.14,22.72,42.13,117.74,115.78,23.92,39.7,114.68,113.38,24.07,43.26,116.52,113.45,24.05,43.21,115.84,114.87,24.39,41.9,111.84,110.77,24.27,41.65,111.42,110.27,23.36,42.68,110.11,110.04,23.82,43.68
2026-02-01 04:35:00,120.4,118.86,23.6,41.67,114.91,111.23,24.89,41.77,116.57,116.37,24.17,43.72,113.31,108.3,22.41,44.33,113.09,112.91,23.5,43.37,112.72,108.95,24.82,41.51,114.41,114.79,22.89,42.27,112.63,109.41,25.0,42.59,116.93,113.12,23.12,40.89,112.54,112.93,23.11,40.38
2026-02-01 04:36:00,116.72,115.95,24.79,42.4,116.33,112.69,23.23,39.91,114.11,112.99,23.19,42.34,115.46,111.97,24.91,41.29,114.39,112.95,23.22,42.72,112.09,112.32,23.22,40.29,114.18,112.48,25.16,43.52,113.09,110.33,24.21,42.07,113.75,112.57,24.22,41.35,111.07,111.94,24.53,43.44
2026-02-01 04:37:00,116.78,110.14,24.25,42.17,117.74,118.78,23.36,42.86,115.52,112.09,23.95,42.64,116.14,115.16,24.08,43.42,113.93,110.36,23.86,42.11,110.74,108.47,25.29,42.71,114.96,113.83,23.9,40.94,112.77,110.51,25.8,41.54,110.61,111.69,23.73,40.9,109.72,111.68,24.44,43.28
2026-02-01 04:38:00,120.27,117.17,23.41,41.95,116.81,115.17,23.16,42.76,117.54,115.31,23.83,43.44,115.66,114.66,23.45,42.0,112.64,110.95,25.1,42.51,112.41,109.7,24.02,39.64,115.55,111.5,24.05,41.64,111.77,106.5,23.19,43.23,113.42,111.89,21.87,43.88,111.72,109.03,23.22,44.46
2026-02-01 04:39:00,117.1,115.04,24.79,41.62,112.89,111.86,23.73,41.15,113.93,115.27,24.31,44.41,116.21,112.43,24.22,40.81,111.99,110.21,23.11,41.86,112.17,110.93,24.24,43.47,111.43,111.38,23.71,41.3,113.44,113.75,24.45,45.08,112.6,109.67,24.08,41.46,111.25,109.46,24.72,41.73
