timestamp,sensor_id,zone,pressure_psi,humidity_percent,temperature_c,is_anomaly,pressure_drop,humidity_change,severity,priority_score,estimated_annual_cost
2026-02-01 01:56:04,P_A_002,Zone_A,98.86,38.21,22.44,True,16.36,8.46,LARGE,100,5465.29
2026-02-01 01:56:05,P_A_002,Zone_A,99.61,40.1,21.29,True,15.61,6.57,LARGE,100,4975.68
2026-02-01 01:56:06,P_A_002,Zone_A,106.94,45.3,20.96,True,8.280000000000001,1.3700000000000045,MEDIUM,60,1399.93
2026-02-01 01:56:07,P_A_002,Zone_A,108.79,44.58,20.27,True,6.429999999999993,2.0900000000000034,MEDIUM,60,844.24
2026-02-01 01:56:08,P_A_002,Zone_A,95.86,40.57,21.23,True,19.36,6.100000000000001,LARGE,100,7653.45
2026-02-01 01:56:09,P_A_002,Zone_A,97.42,39.32,21.0,True,17.799999999999997,7.350000000000001,LARGE,100,6469.73
2026-02-01 01:56:10,P_A_002,Zone_A,96.24,39.91,20.45,True,18.980000000000004,6.760000000000005,LARGE,100,7355.95
2026-02-01 01:56:11,P_A_002,Zone_A,106.09,38.36,22.08,True,9.129999999999995,8.310000000000002,MEDIUM,60,1702.11
2026-02-01 01:56:12,P_A_002,Zone_A,111.32,45.65,20.59,True,3.9000000000000057,1.0200000000000031,SMALL,30,310.58
2026-02-01 01:56:13,P_A_002,Zone_A,109.47,43.1,21.84,True,5.75,3.5700000000000003,MEDIUM,60,675.12
2026-02-01 01:56:14,P_A_002,Zone_A,99.46,38.75,21.48,True,15.760000000000005,7.920000000000002,LARGE,100,5071.76
2026-02-01 01:56:15,P_A_002,Zone_A,110.08,43.58,21.68,True,5.140000000000001,3.0900000000000034,MEDIUM,60,539.48
2026-02-01 01:56:16,P_A_002,Zone_A,104.05,39.62,21.37,True,11.170000000000002,7.050000000000004,MEDIUM,60,2547.73
2026-02-01 01:56:17,P_A_002,Zone_A,108.21,43.86,20.82,True,7.010000000000005,2.8100000000000023,MEDIUM,60,1003.42
2026-02-01 01:56:18,P_A_002,Zone_A,87.88,32.53,22.05,True,27.340000000000003,14.14,LARGE,100,15263.12
2026-02-01 01:56:19,P_A_002,Zone_A,91.74,34.7,22.46,True,23.480000000000004,11.969999999999999,LARGE,100,11257.52
2026-02-01 01:56:20,P_A_002,Zone_A,108.46,42.42,22.06,True,6.760000000000005,4.25,MEDIUM,60,933.12
2026-02-01 01:56:21,P_A_002,Zone_A,111.05,42.58,22.91,True,4.170000000000002,4.090000000000003,SMALL,30,355.07
2026-02-01 01:56:22,P_A_002,Zone_A,97.83,40.44,20.29,True,17.39,6.230000000000004,LARGE,100,6175.12
2026-02-01 01:56:23,P_A_002,Zone_A,101.58,39.01,21.25,True,13.64,7.660000000000004,MEDIUM,60,3799.05
2026-02-01 01:56:24,P_A_002,Zone_A,109.68,44.63,19.42,True,5.539999999999992,2.039999999999999,MEDIUM,60,626.71
2026-02-01 01:56:25,P_A_002,Zone_A,111.66,43.52,20.69,True,3.5600000000000023,3.1499999999999986,SMALL,30,258.79
2026-02-01 01:56:26,P_A_002,Zone_A,106.64,42.84,22.35,True,8.579999999999998,3.8299999999999983,MEDIUM,60,1503.21
2026-02-01 01:56:27,P_A_002,Zone_A,106.44,37.94,21.56,True,8.780000000000001,8.730000000000004,MEDIUM,60,1574.11
2026-02-01 01:56:28,P_A_002,Zone_A,82.85,35.24,20.51,True,32.370000000000005,11.43,LARGE,100,21395.96
2026-02-01 01:56:29,P_A_002,Zone_A,108.07,42.17,21.33,True,7.150000000000006,4.5,MEDIUM,60,1043.9
2026-02-01 01:56:30,P_A_002,Zone_A,109.32,42.44,20.24,True,5.900000000000006,4.230000000000004,MEDIUM,60,710.8
2026-02-01 01:56:31,P_A_002,Zone_A,101.81,39.25,23.31,True,13.409999999999997,7.420000000000002,MEDIUM,60,3672.01
2026-02-01 01:56:32,P_A_002,Zone_A,112.5,45.2,21.09,True,2.719999999999999,1.4699999999999989,SMALL,30,151.07
2026-02-01 01:56:33,P_A_002,Zone_A,106.99,41.51,20.14,True,8.230000000000004,5.160000000000004,MEDIUM,60,1383.08
2026-02-01 01:56:34,P_A_002,Zone_A,102.12,37.49,21.43,True,13.099999999999994,9.18,MEDIUM,60,3504.2
2026-02-01 01:56:35,P_A_002,Zone_A,109.69,43.26,22.52,True,5.530000000000001,3.4100000000000037,MEDIUM,60,624.45
2026-02-01 01:56:36,P_A_002,Zone_A,104.57,40.86,21.0,True,10.650000000000006,5.810000000000002,MEDIUM,60,2316.04
2026-02-01 01:56:37,P_A_002,Zone_A,110.33,44.63,22.1,True,4.890000000000001,2.039999999999999,SMALL,30,488.27
2026-02-01 01:56:38,P_A_002,Zone_A,114.17,45.42,21.92,True,1.0499999999999972,1.25,SMALL,30,22.51
2026-02-01 01:56:39,P_A_002,Zone_A,97.11,40.75,21.01,True,18.11,5.920000000000002,LARGE,100,6697.05
2026-02-01 01:56:40,P_A_002,Zone_A,107.66,43.23,19.65,True,7.560000000000002,3.440000000000005,MEDIUM,60,1167.05
2026-02-01 01:56:41,P_A_002,Zone_A,93.14,32.41,22.85,True,22.08,14.260000000000005,LARGE,100,9955.07
2026-02-01 01:56:42,P_A_002,Zone_A,109.74,43.95,19.85,True,5.480000000000004,2.719999999999999,MEDIUM,60,613.21
2026-02-01 01:56:43,P_A_002,Zone_A,99.16,40.38,21.17,True,16.060000000000002,6.289999999999999,LARGE,100,5266.69
2026-02-01 01:56:44,P_A_002,Zone_A,109.74,43.19,21.46,True,5.480000000000004,3.480000000000004,MEDIUM,60,613.21
2026-02-01 01:56:45,P_A_002,Zone_A,100.61,38.21,20.3,True,14.61,8.46,MEDIUM,60,4358.6
2026-02-01 01:56:46,P_A_002,Zone_A,110.26,44.39,22.25,True,4.959999999999994,2.280000000000001,SMALL,30,502.35
2026-02-01 01:56:47,P_A_002,Zone_A,98.77,41.78,21.67,True,16.450000000000003,4.890000000000001,LARGE,100,5525.58
2026-02-01 01:56:48,P_A_002,Zone_A,90.75,33.77,22.07,True,24.47,12.899999999999999,LARGE,100,12226.84
2026-02-01 01:56:49,P_A_002,Zone_A,106.85,42.03,20.27,True,8.370000000000005,4.640000000000001,MEDIUM,60,1430.53
2026-02-01 01:56:50,P_A_002,Zone_A,110.58,42.15,21.19,True,4.640000000000001,4.520000000000003,SMALL,30,439.62
2026-02-01 01:56:51,P_A_002,Zone_A,101.16,40.45,21.84,True,14.060000000000002,6.219999999999999,MEDIUM,60,4036.61
2026-02-01 01:56:52,P_A_002,Zone_A,111.94,43.45,19.65,True,3.280000000000001,3.219999999999999,SMALL,30,219.68
2026-02-01 01:56:53,P_A_002,Zone_A,110.97,42.36,20.38,True,4.25,4.310000000000002,SMALL,30,368.83
2026-02-01 01:56:54,P_A_002,Zone_A,111.1,42.17,21.31,True,4.1200000000000045,4.5,SMALL,30,346.61
2026-02-01 01:56:55,P_A_002,Zone_A,105.23,39.93,18.37,True,9.989999999999995,6.740000000000002,MEDIUM,60,2037.87
2026-02-01 01:56:56,P_A_002,Zone_A,103.19,39.39,19.75,True,12.030000000000001,7.280000000000001,MEDIUM,60,2955.14
2026-02-01 01:56:57,P_A_002,Zone_A,114.17,41.98,20.32,True,1.0499999999999972,4.690000000000005,SMALL,30,22.51
2026-02-01 01:56:58,P_A_002,Zone_A,106.14,39.3,22.33,True,9.079999999999998,7.3700000000000045,MEDIUM,60,1683.52
2026-02-01 01:56:59,P_A_002,Zone_A,98.35,39.04,20.16,True,16.870000000000005,7.630000000000003,LARGE,100,5811.34
2026-02-01 01:57:00,P_A_002,Zone_A,106.01,42.92,20.96,True,9.209999999999994,3.75,MEDIUM,60,1732.07
2026-02-01 01:57:01,P_A_002,Zone_A,105.59,44.58,20.92,True,9.629999999999995,2.0900000000000034,MEDIUM,60,1893.65
2026-02-01 01:57:02,P_A_002,Zone_A,106.62,44.25,20.56,True,8.599999999999994,2.4200000000000017,MEDIUM,60,1510.23
2026-02-01 01:57:03,P_A_002,Zone_A,83.27,32.51,20.63,True,31.950000000000003,14.160000000000004,LARGE,100,20844.34
2026-02-01 01:57:04,P_A_002,Zone_A,108.59,42.98,21.16,True,6.6299999999999955,3.690000000000005,MEDIUM,60,897.58
2026-02-01 01:57:05,P_A_002,Zone_A,110.38,44.21,20.7,True,4.840000000000003,2.460000000000001,SMALL,30,478.34
2026-02-01 01:57:06,P_A_002,Zone_A,107.11,42.16,21.06,True,8.11,4.510000000000005,MEDIUM,60,1343.04
2026-02-01 01:57:07,P_A_002,Zone_A,100.03,39.71,22.84,True,15.189999999999998,6.960000000000001,LARGE,100,4711.53
2026-02-01 01:57:08,P_A_002,Zone_A,90.48,34.78,19.59,True,24.739999999999995,11.89,LARGE,100,12498.15
2026-02-01 01:57:09,P_A_002,Zone_A,107.49,40.53,20.44,True,7.730000000000004,6.140000000000001,MEDIUM,60,1220.13
2026-02-01 01:57:10,P_A_002,Zone_A,96.68,36.48,21.85,True,18.539999999999992,10.190000000000005,LARGE,100,7018.85
2026-02-01 01:57:11,P_A_002,Zone_A,106.67,43.88,20.66,True,8.549999999999997,2.789999999999999,MEDIUM,60,1492.72
2026-02-01 01:57:12,P_A_002,Zone_A,111.9,43.68,22.8,True,3.319999999999993,2.990000000000002,SMALL,30,225.07
2026-02-01 01:57:13,P_A_002,Zone_A,108.7,43.56,19.57,True,6.519999999999996,3.1099999999999994,MEDIUM,60,868.04
2026-02-01 01:57:14,P_A_002,Zone_A,109.08,43.79,20.86,True,6.140000000000001,2.8800000000000026,MEDIUM,60,769.81
2026-02-01 01:57:15,P_A_002,Zone_A,110.92,45.75,21.15,True,4.299999999999997,0.9200000000000017,SMALL,30,377.56
2026-02-01 01:57:16,P_A_002,Zone_A,108.56,43.95,19.31,True,6.659999999999997,2.719999999999999,MEDIUM,60,905.72
2026-02-01 01:57:17,P_A_002,Zone_A,108.34,44.82,19.68,True,6.8799999999999955,1.8500000000000014,MEDIUM,60,966.55
2026-02-01 01:57:18,P_A_002,Zone_A,108.4,43.03,21.44,True,6.819999999999993,3.6400000000000006,MEDIUM,60,949.76
2026-02-01 01:57:19,P_A_002,Zone_A,105.31,44.14,21.54,True,9.909999999999997,2.530000000000001,MEDIUM,60,2005.37
2026-02-01 01:57:20,P_A_002,Zone_A,108.71,43.33,23.9,True,6.510000000000005,3.3400000000000034,MEDIUM,60,865.38
2026-02-01 01:57:21,P_A_002,Zone_A,102.71,41.26,21.66,True,12.510000000000005,5.410000000000004,MEDIUM,60,3195.66
2026-02-01 01:57:22,P_A_002,Zone_A,108.85,41.79,23.14,True,6.3700000000000045,4.880000000000003,MEDIUM,60,828.56
2026-02-01 01:57:23,P_A_002,Zone_A,101.72,38.29,20.89,True,13.5,8.380000000000003,MEDIUM,60,3721.46
2026-02-01 01:57:24,P_A_002,Zone_A,107.35,43.76,19.97,True,7.8700000000000045,2.9100000000000037,MEDIUM,60,1264.72
2026-02-01 01:57:25,P_A_002,Zone_A,89.3,33.31,22.07,True,25.92,13.36,LARGE,100,13718.81
2026-02-01 01:57:26,P_A_002,Zone_A,108.78,44.79,21.41,True,6.439999999999998,1.8800000000000026,MEDIUM,60,846.87
2026-02-01 01:57:27,P_A_002,Zone_A,107.39,43.35,21.42,True,7.829999999999998,3.3200000000000003,MEDIUM,60,1251.9
2026-02-01 01:57:28,P_A_002,Zone_A,110.84,43.11,22.22,True,4.3799999999999955,3.5600000000000023,SMALL,30,391.74
2026-02-01 01:57:29,P_A_002,Zone_A,113.38,44.58,20.7,True,1.8400000000000034,2.0900000000000034,SMALL,30,69.13
2026-02-01 01:57:30,P_A_002,Zone_A,107.56,42.54,23.21,True,7.659999999999997,4.130000000000003,MEDIUM,60,1198.13
2026-02-01 01:57:31,P_A_002,Zone_A,104.7,39.53,20.64,True,10.519999999999996,7.140000000000001,MEDIUM,60,2259.84
2026-02-01 01:57:32,P_A_002,Zone_A,90.96,31.95,20.99,True,24.260000000000005,14.720000000000002,LARGE,100,12017.88
2026-02-01 01:57:33,P_A_002,Zone_A,100.82,39.21,20.53,True,14.400000000000006,7.460000000000001,MEDIUM,60,4234.2
2026-02-01 01:57:34,P_A_002,Zone_A,110.27,45.27,21.96,True,4.950000000000003,1.3999999999999986,SMALL,30,500.33
2026-02-01 01:57:35,P_A_002,Zone_A,99.81,41.08,22.72,True,15.409999999999997,5.590000000000003,LARGE,100,4848.99
2026-02-01 01:57:36,P_A_002,Zone_A,82.81,34.74,20.89,True,32.41,11.93,LARGE,100,21448.87
2026-02-01 01:57:37,P_A_002,Zone_A,103.09,39.95,20.47,True,12.129999999999995,6.719999999999999,MEDIUM,60,3004.47
2026-02-01 01:57:38,P_A_002,Zone_A,98.11,41.29,21.12,True,17.11,5.380000000000003,LARGE,100,5977.87
2026-02-01 01:57:39,P_A_002,Zone_A,111.67,44.43,22.27,True,3.549999999999997,2.240000000000002,SMALL,30,257.34
2026-02-01 01:57:40,P_A_002,Zone_A,108.87,44.9,22.03,True,6.349999999999994,1.7700000000000031,MEDIUM,60,823.37
2026-02-01 01:57:41,P_A_002,Zone_A,105.73,42.31,21.97,True,9.489999999999995,4.359999999999999,MEDIUM,60,1838.99
2026-02-01 01:57:42,P_A_002,Zone_A,84.83,35.66,21.67,True,30.39,11.010000000000005,LARGE,100,18858.53
2026-02-01 01:57:43,P_A_002,Zone_A,107.73,43.72,21.52,True,7.489999999999995,2.950000000000003,MEDIUM,60,1145.54
2026-02-01 01:57:44,P_A_002,Zone_A,111.2,39.72,20.49,True,4.019999999999996,6.950000000000003,MEDIUM,60,329.99
2026-02-01 01:57:45,P_A_002,Zone_A,109.67,42.25,21.99,True,5.549999999999997,4.420000000000002,MEDIUM,60,628.97
2026-02-01 01:57:46,P_A_002,Zone_A,111.09,42.8,21.84,True,4.1299999999999955,3.8700000000000045,SMALL,30,348.29
2026-02-01 01:57:47,P_A_002,Zone_A,99.08,38.44,23.04,True,16.14,8.230000000000004,LARGE,100,5319.29
2026-02-01 01:57:48,P_A_002,Zone_A,111.08,42.98,23.66,True,4.140000000000001,3.690000000000005,SMALL,30,349.98
2026-02-01 01:57:49,P_A_002,Zone_A,110.54,44.43,19.74,True,4.679999999999993,2.240000000000002,SMALL,30,447.24
2026-02-01 01:57:50,P_A_002,Zone_A,107.09,45.89,20.44,True,8.129999999999995,0.7800000000000011,MEDIUM,60,1349.67
2026-02-01 01:57:51,P_A_002,Zone_A,113.07,44.78,23.73,True,2.1500000000000057,1.8900000000000006,SMALL,30,94.39
2026-02-01 01:57:52,P_A_002,Zone_A,108.93,44.39,20.0,True,6.289999999999992,2.280000000000001,MEDIUM,60,807.88
2026-02-01 01:57:53,P_A_002,Zone_A,113.75,42.15,20.27,True,1.4699999999999989,4.520000000000003,SMALL,30,44.12
2026-02-01 01:57:54,P_A_002,Zone_A,89.45,35.12,21.47,True,25.769999999999996,11.550000000000004,LARGE,100,13560.48
2026-02-01 01:57:55,P_A_002,Zone_A,107.96,44.45,20.1,True,7.260000000000005,2.219999999999999,MEDIUM,60,1076.27
2026-02-01 01:57:56,P_A_002,Zone_A,114.88,46.74,21.54,True,0.3400000000000034,0.07000000000000028,SMALL,30,2.36
2026-02-01 01:57:57,P_A_002,Zone_A,113.46,41.04,21.42,True,1.7600000000000051,5.630000000000003,MEDIUM,60,63.25
2026-02-01 01:57:58,P_A_002,Zone_A,108.35,46.12,21.66,True,6.8700000000000045,0.5500000000000043,MEDIUM,60,963.74
2026-02-01 01:57:59,P_A_002,Zone_A,92.31,36.08,22.08,True,22.909999999999997,10.590000000000003,LARGE,100,10717.58
2026-02-01 01:58:00,P_A_002,Zone_A,106.25,42.54,21.63,True,8.969999999999999,4.130000000000003,MEDIUM,60,1642.98
2026-02-01 01:58:01,P_A_002,Zone_A,105.49,38.88,20.96,True,9.730000000000004,7.789999999999999,MEDIUM,60,1933.18
2026-02-01 01:58:02,P_A_002,Zone_A,110.98,44.66,21.33,True,4.239999999999995,2.010000000000005,SMALL,30,367.09
2026-02-01 01:58:03,P_A_002,Zone_A,108.03,41.25,22.11,True,7.189999999999998,5.420000000000002,MEDIUM,60,1055.61
2026-02-01 01:58:04,P_A_002,Zone_A,107.55,44.16,20.89,True,7.670000000000002,2.510000000000005,MEDIUM,60,1201.26
2026-02-01 01:58:05,P_A_002,Zone_A,107.93,43.22,19.9,True,7.289999999999992,3.450000000000003,MEDIUM,60,1085.18
2026-02-01 01:58:06,P_A_002,Zone_A,111.33,45.82,20.73,True,3.8900000000000006,0.8500000000000014,SMALL,30,308.99
2026-02-01 01:58:07,P_A_002,Zone_A,105.11,38.89,21.56,True,10.11,7.780000000000001,MEDIUM,60,2087.13
2026-02-01 01:58:08,P_A_002,Zone_A,111.73,45.01,21.47,True,3.489999999999995,1.6600000000000037,SMALL,30,248.71
2026-02-01 01:58:09,P_A_002,Zone_A,108.77,44.48,19.88,True,6.450000000000003,2.190000000000005,MEDIUM,60,849.5
2026-02-01 01:58:10,P_A_002,Zone_A,100.8,39.04,22.31,True,14.420000000000002,7.630000000000003,MEDIUM,60,4245.97
2026-02-01 01:58:11,P_A_002,Zone_A,110.43,43.18,20.99,True,4.789999999999992,3.490000000000002,SMALL,30,468.51
2026-02-01 01:58:12,P_A_002,Zone_A,111.08,42.79,21.64,True,4.140000000000001,3.8800000000000026,SMALL,30,349.98
2026-02-01 01:58:13,P_A_002,Zone_A,109.45,44.62,22.09,True,5.769999999999996,2.0500000000000043,MEDIUM,60,679.83
2026-02-01 01:58:14,P_A_002,Zone_A,108.69,42.19,22.09,True,6.530000000000001,4.480000000000004,MEDIUM,60,870.71
2026-02-01 01:58:15,P_A_002,Zone_A,108.96,44.68,21.21,True,6.260000000000005,1.990000000000002,MEDIUM,60,800.19
2026-02-01 01:58:16,P_A_002,Zone_A,106.65,43.22,21.37,True,8.569999999999993,3.450000000000003,MEDIUM,60,1499.71
2026-02-01 01:58:17,P_A_002,Zone_A,109.58,42.53,20.29,True,5.640000000000001,4.140000000000001,MEDIUM,60,649.54
2026-02-01 01:58:18,P_A_002,Zone_A,84.18,35.49,21.84,True,31.039999999999992,11.18,LARGE,100,19673.87
2026-02-01 01:58:19,P_A_002,Zone_A,112.05,44.62,21.11,True,3.1700000000000017,2.0500000000000043,SMALL,30,205.19
2026-02-01 01:58:20,P_A_002,Zone_A,107.97,43.51,21.79,True,7.25,3.1600000000000037,MEDIUM,60,1073.3
2026-02-01 01:58:21,P_A_002,Zone_A,105.06,43.54,20.93,True,10.159999999999997,3.1300000000000026,MEDIUM,60,2107.82
2026-02-01 01:58:22,P_A_002,Zone_A,109.04,42.02,21.24,True,6.179999999999993,4.649999999999999,MEDIUM,60,779.87
2026-02-01 01:58:23,P_A_002,Zone_A,107.44,42.91,22.12,True,7.780000000000001,3.760000000000005,MEDIUM,60,1235.96
2026-02-01 01:58:24,P_A_002,Zone_A,101.83,39.19,21.81,True,13.39,7.480000000000004,MEDIUM,60,3661.07
2026-02-01 01:58:25,P_A_002,Zone_A,110.76,43.95,21.46,True,4.459999999999994,2.719999999999999,SMALL,30,406.18
2026-02-01 01:58:26,P_A_002,Zone_A,107.54,42.83,19.31,True,7.679999999999993,3.8400000000000034,MEDIUM,60,1204.39
2026-02-01 01:58:27,P_A_002,Zone_A,110.03,42.91,21.89,True,5.189999999999998,3.760000000000005,MEDIUM,60,550.02
2026-02-01 01:58:28,P_A_002,Zone_A,110.11,44.8,21.05,True,5.109999999999999,1.8700000000000045,MEDIUM,60,533.2
2026-02-01 01:58:29,P_A_002,Zone_A,110.25,43.12,21.92,True,4.969999999999999,3.5500000000000043,SMALL,30,504.38
2026-02-01 01:58:30,P_A_002,Zone_A,105.6,41.11,22.04,True,9.620000000000005,5.560000000000002,MEDIUM,60,1889.72
2026-02-01 01:58:31,P_A_002,Zone_A,102.84,41.3,20.96,True,12.379999999999995,5.3700000000000045,MEDIUM,60,3129.59
2026-02-01 01:58:32,P_A_002,Zone_A,109.1,44.59,21.98,True,6.1200000000000045,2.0799999999999983,MEDIUM,60,764.8
2026-02-01 01:58:33,P_A_002,Zone_A,92.51,35.8,21.15,True,22.709999999999994,10.870000000000005,LARGE,100,10531.27
2026-02-01 01:58:34,P_A_002,Zone_A,104.29,46.37,22.37,True,10.929999999999993,0.30000000000000426,MEDIUM,60,2439.42
2026-02-01 01:58:35,P_A_002,Zone_A,98.32,36.77,22.17,True,16.900000000000006,9.899999999999999,LARGE,100,5832.03
2026-02-01 01:58:36,P_A_002,Zone_A,94.03,35.57,20.21,True,21.189999999999998,11.100000000000001,LARGE,100,9168.71
2026-02-01 01:58:37,P_A_002,Zone_A,112.87,43.94,21.12,True,2.3499999999999943,2.730000000000004,SMALL,30,112.77
2026-02-01 01:58:38,P_A_002,Zone_A,111.47,42.31,20.98,True,3.75,4.359999999999999,SMALL,30,287.15
2026-02-01 01:58:39,P_A_002,Zone_A,109.3,43.8,21.48,True,5.920000000000002,2.8700000000000045,MEDIUM,60,715.63
2026-02-01 01:58:40,P_A_002,Zone_A,107.03,43.92,19.8,True,8.189999999999998,2.75,MEDIUM,60,1369.66
2026-02-01 01:58:41,P_A_002,Zone_A,107.29,43.62,22.96,True,7.929999999999993,3.0500000000000043,MEDIUM,60,1284.08
2026-02-01 01:58:42,P_A_002,Zone_A,109.79,43.12,19.44,True,5.429999999999993,3.5500000000000043,MEDIUM,60,602.07
2026-02-01 01:58:43,P_A_002,Zone_A,97.82,40.32,20.82,True,17.400000000000006,6.350000000000001,LARGE,100,6182.23
2026-02-01 01:58:44,P_A_002,Zone_A,111.96,42.91,21.03,True,3.260000000000005,3.760000000000005,SMALL,30,217.01
2026-02-01 01:58:45,P_A_002,Zone_A,106.06,42.23,20.94,True,9.159999999999997,4.440000000000005,MEDIUM,60,1713.32
2026-02-01 01:58:46,P_A_002,Zone_A,105.43,36.67,19.82,True,9.789999999999992,10.0,MEDIUM,60,1957.09
2026-02-01 01:58:47,P_A_002,Zone_A,101.01,41.11,21.59,True,14.209999999999994,5.560000000000002,MEDIUM,60,4123.2
2026-02-01 01:58:48,P_A_002,Zone_A,111.1,44.82,21.03,True,4.1200000000000045,1.8500000000000014,SMALL,30,346.61
2026-02-01 01:58:49,P_A_002,Zone_A,107.53,43.78,22.63,True,7.689999999999998,2.8900000000000006,MEDIUM,60,1207.53
2026-02-01 01:58:50,P_A_002,Zone_A,109.74,45.04,21.45,True,5.480000000000004,1.6300000000000026,MEDIUM,60,613.21
2026-02-01 01:58:51,P_A_002,Zone_A,110.61,44.75,21.52,True,4.609999999999999,1.9200000000000017,SMALL,30,433.96
2026-02-01 01:58:52,P_A_002,Zone_A,104.69,41.57,21.75,True,10.530000000000001,5.100000000000001,MEDIUM,60,2264.14
2026-02-01 01:58:53,P_A_002,Zone_A,110.68,43.92,22.03,True,4.539999999999992,2.75,SMALL,30,420.88
2026-02-01 01:58:54,P_A_002,Zone_A,103.61,41.55,19.66,True,11.61,5.1200000000000045,MEDIUM,60,2752.4
2026-02-01 01:58:55,P_A_002,Zone_A,111.42,46.87,20.59,True,3.799999999999997,0.19999999999999574,SMALL,30,294.86
2026-02-01 01:58:56,P_A_002,Zone_A,93.52,33.49,20.36,True,21.700000000000003,13.18,LARGE,100,9615.37
2026-02-01 01:58:57,P_A_002,Zone_A,102.49,39.16,20.67,True,12.730000000000004,7.510000000000005,MEDIUM,60,3309.05
2026-02-01 01:58:58,P_A_002,Zone_A,98.61,40.06,20.01,True,16.61,6.609999999999999,LARGE,100,5633.6
2026-02-01 01:58:59,P_A_002,Zone_A,102.58,39.63,21.82,True,12.64,7.039999999999999,MEDIUM,60,3262.42
2026-02-01 01:59:00,P_A_002,Zone_A,104.62,41.57,20.87,True,10.599999999999994,5.100000000000001,MEDIUM,60,2294.34
2026-02-01 01:59:01,P_A_002,Zone_A,109.17,44.58,22.25,True,6.049999999999997,2.0900000000000034,MEDIUM,60,747.41
